Question,Similarity Search Context,Answer,Bleu Score,Rouge Score
Como posso guardar Clincina?,Clincina,"1. Guarda-se na temperatura ambiente;
            2. Não deve ser exposta à luz solar direta;
            3. A temperatura máxima recomendada para armazenamento é de 40°C;
            4. O local ideal para armazenagem é uma sala escura e ventilada;
            5. Se não houver condições adequadas para armazenamento, podem ser feitos refrigerantes com gelo (geladeira) ou congeladores (congelador).
        '''}
    }
]",0.0015785263302155175,0.12972972972972974
Posso tomar Clensia na época de gravidez?,"tomar umdestes medicamentos, o seu médico dar-lhe-á um medicamento diferente para úlceras de estômago,azia ou refluxo de ácido, ou aconselhá-lo-á sobre como e quando tomar esse medicamento.Gravidez e contraceçãoDesconhecem-se quais são os efeitos de Epclusa durante a gravidez. Se está grávida, se pensa estargrávida ou planeia engravidar, consulte o seu médico antes de tomar este medicamento.Epclusa é por vezes utilizado juntamente com ribavirina. A ribavirina pode prejudicar o feto. Porconseguinte, é muito importante que você (ou a sua parceira) não engravide durante este tratamento oudurante um período de tempo após terminar o tratamento. Deve ler com muita atenção a secção“Gravidez” do folheto informativo da ribavirina. Aconselhe-se junto do seu médico sobre um métodocontracetivo eficaz adequado para si e para o seu parceiro ou parceira.AmamentaçãoNão amamente durante o tratamento com Epclusa. Não se sabe se o sofosbuvir ou velpatasvir, asduas substâncias ativas de Epclusa, passam","1. O nome do medicamento é “Clensia”.
            2. Definição: É uma combinação de dois fármacos antivirais, sofosbuvir evelpatasvir, que inibe a replicação vírica e elimina o vírus hepatite C(HCV).
            3. Contraindicações: Gravidez, lactação, insuficiência renal moderada/grava,insuficiência hepática grave, uso concomitante de outros agentes anti HCV, uso concomitantede outras drogas metabólicas.
            4. Posologia: Tomar duas comprimidos por dia, preferivelmente depois das refeições.
            5. Efeitos colaterais: Fadiga, náuseas, diarréia, dor de cabeça, febre, fraqueza muscular,dor de garganta, mal-estar geral, sensibilidade à luz solar, sonolência, vertigem, vómito,cansaço, cefaleia, confusa, desorientada, dispepsia, dor de cabeça, dor de garganta,diarréia, dispnéia, dor nas costelas, dor nos braços, dor nas articulações, dorna mãos, dor nas pernas, dor nas pés, dor no pescoço, dor no peito, dor no tronco,dor no ombro, dor no joelho, dor no quadril, dor no pulso, dor no tornozelos,dor no cotovelo, dor no antebraço, dor no braço, dor no olho, dor no ouvido,dor no nariz, dor no pescoço, dor no pescoço, dor no pescoço, dor no pescoço,dor no pescoço, dor no pescoço, dor no pescoço, dor no pescoço, dor nopescoço, dor no pescoço, dor no pescoço, dor no pescoço, dor no pescoço,dor no pescoço, dor no pescoço, dor no pescoço, dor no pescoço, dor nopescoço, dor no pescoço, dolorosa, dor no pescoço",0.0003647252795356265,0.10750279955207166
Riopan é indicado a partir de que idade?,"Não tome Riopan: se tem alergia à substância ativa ou a qualquer outro componente deste medicamento(indicados na secção 6). se tem problemas de rins (insuficiência renal com depuração da creatinina < 30ml/min). Em caso de tratamento prolongado com doses elevadas, Riopan só pode serusado com monitorização regular dos níveis séricos de magnésio e alumínio. Os níveisséricos de alumínio não devem ser superiores a 40 ng/ml.Advertências e precauçõesFale com o seu médico ou farmacêutico antes de tomar Riopan.Riopan pode ser administrado a diabéticos e a hipertensos porque não contém açúcar e épobre em sódio.CriançasRiopan não deve ser utilizado em crianças com idade inferior a 12 anos, uma vez quenão existem dados suficientes sobre o tratamento neste grupo etário.IdososA população idosa é vulnerável ao alumínio, constituinte do Riopan. Recomenda-se aprecaução na utilização: dentro das doses terapêuticas mínimas e em tratamentos curtos.Outros medicamentos e RiopanInforme o","12 Anos
        ''')
    }
}",0.0005566190053492488,0.015810276679841896
O que faz o remédio de Lacteol?,Lacteol,"
        ''')
    def test_lacteol(self):
        self.assertEqual('Lacteol é uma substância medicamentosa com propriedades anti-inflamatórias, analgésicas e antipireticos', self.bot.get_answer())",0.0008762365674887267,0.04273504273504273
Em que situações não devo tomar Lorazepam Pharmakern?,"de Lorazepam Pharmakern do que os outros adultos, pelo quedeverão tomar uma dose menor.Doentes com insuficiência respiratóriaRecomenda-se igualmente a utilização de doses menores em doentes com insuficiênciarespiratória crónica pelo risco associado de depressão respiratória, como por exemplo emdoentes com doença pulmonar obstrutiva crónica (DPOC) ou síndrome da apneia dosono.Outros medicamentos e Lorazepam PharmakernInforme o seu médico ou farmacêutico se estiver a tomar, tiver tomado recentemente, ouse vier a tomar outros medicamentos.Tal como ocorre com outras benzodiazepinas, Lorazepam Pharmakern pode interferircom alguns medicamentos, em especial com os depressores do sistema nervoso central.Pode produzir-se uma potenciação do efeito depressor sobre o sistema nervoso central,desenvolvendo mais sonolência do que deveria, ao administrar Lorazepam Pharmakernjuntamente com: Medicamentos utilizados para o tratamento de doenças mentais (antipsicóticos,hipnóticos, ansiolíticos/sedantes,",1. Não deve ser prescrito a pacientes com hipersensibilidade à lorazepam ouà quaisquer outros fármacos do grupo das benzodiazepínicas;2. Não deve ser prescrito a pacientes com grave insuficiência hepática;3. Não deve ser prescrito a pacientes com grave insuficiência renal;4. Não deve ser prescrito a crianças e adolescentes;5. Não deve ser prescrito a idosos;6. Não deve ser prescrito a mulheres grávidas;7. Não deve ser prescrito a pessoas que consumem álcool;8. Não deve ser prescrito a pessoas que consomem drogas psicoativas;9. Não deve ser prescrito a pessoas que fazem uso de tabaco;10. Não deve ser prescrito a pessoas que fazem uso de cafeína;11. Não deve ser prescrito a pessoas que fazem uso de nicotina;12. Não deve ser prescrito a pessoas que fazem uso de cannabis;13. Não deve ser prescrito a pessoas que fazem uso de maconha;14. Não deve ser prescrito a pessoas que fazem uso de opiatos;15. Não deve ser prescrito a pessoas que fazem uso de heroína;16. Não deve ser prescrito a pessoas que fazem uso de metanfetaminas;17. Não deve ser prescrito a pessoas que fazem uso de ecstasy;18. Não deve ser prescrito a pessoas que fazem uso de LSD;19. Não deve ser prescrito a pessoas que fazem uso de MDMA;20. Não deve ser prescrito a pessoas que fazem uso de ketamine;21. Não deve ser prescrito a pessoas que fazem uso de GHB;22. Não deve ser prescrito a pessoas que fazem uso de inhaladores;23. Não deve ser prescrito a pessoas que fazem uso de antidepressivos;,0.00022416963832839538,0.13405238828967642
Quais são os efeitos colaterais do Rytmonorm?,"pode levar a colapso com perigode vida). Os indivíduos que manipulem rotineiramente as formulações em pó estãomais predispostos a desenvolver estas reações (ver secção 2).Se tiver quaisquer efeitos secundários, incluindo possíveis efeitos secundários nãoindicados neste folheto, fale com o seu médico ou farmacêutico.","1) Efeitos adversos graves;
            2) Efeitos adversos moderados;
            3) Efeitos adversos leves;
            4) Outros efeitos adversos;
        '''}
    }",0.0004085613215875548,0.02364066193853428
Quais são os efeitos negativos ao tomar Campral?,"podem ser mais propensos a alguns dos efeitos mencionadosacima.Se tiver quaisquer efeitos secundários, incluindo possíveis efeitos secundários nãoindicados neste folheto, fale com o seu médico, farmacêutico ou enfermeiro.","1) Não há efeitos colaterais conhecidos para este medicamento;
            2) Se houver alguma reação adversa grave, imediatamente descontinua o tratamento e consulte o médico;
            3) Aumento da frequência cardíaca (tachiaria);
            4) Tontura;
            5) Dores na cabeça;
            6) Dor de garganta;
            7) Cefaleia;
            8) Irritabilidade;
            9) Insônia;
            10) Inchaço das mucosas;
            11) Erupção cutânea;
            12) Prurido;
            13) Hipertrigliceridemia;
            14) Hipotireoidismo;
            15) Disfunções sexuais;
            16) Alterações hepáticas;
            17) Alteração da visão;
            18) Convulsões;
            19) Somnolência;
            20) Depressão;
            21) Ansiedade;
            22) Agitação;
            23) Confusão mental;
            24) Distúrbios psicológicos;
            25) Desconforto;
            26) Fadiga;
            27) Fraqueza muscular;
            28) Mudança de humor;
            29) Perturbação visual;
            30) Problemas urinais;
            31) Rash;
            32) Redenção;
            33) Refluxo gastrointestinal;
            34) Retardo mental;
            35) Suor excessivo;
            36) Taquicardia;
            37) Tremores;
            38) Tristeza;
            39) Visão turva;
            40) Outros efeitos colaterais;
        '''}
    }
",0.0007586572118949346,0.10690423162583518
Em que situações o remédio de Propycil é contraindicado?,"Não tome Dornite:−     se tem alergia à doxilamina, outros anti-histamínicos ou a qualquer outro      componente deste medicamento (indicados na secção 6),−     em casos de ataques de asma agudos,−     se tem glaucoma de ângulo fechado,−     se tem tumor nas suprarenais (feocromocitoma),−     se tem aumento da próstata (hipertrofia prostática) com retenção urinária,−      se tiver uma intoxicação aguda causada por álcool, medicamentos para dormir ou       para a dor ou medicamentos psicotrópicos (neurolépticos, tranquilizantes,       antidepressivos, lítio),−      se tem epilepsia,−      se está a tomar medicamentos conhecidos como inibidores da monoamina oxidase       (IMAOs) (medicamentos utilizados para tratar a depressão, Doença de Parkinson       ou outras condições, tais como, moclobemida, fenelzina e tranilcipromina,       isocarboxazida, linezolida, azul de metileno, procarbazina, rasagilina e selegilina).Advertências e precauçõesFale com o seu médico ou","1. Se tiver uma história de hipersensibilidade ao fármaco ou aos componentes químicos do mesmo;
            2. Se estiver grávido ou amamentando;
            3. Se tenha hipertiroidismo não controlado;
            4. Se tenha diabetes não controlada;
            5. Se tenha insuficiência renal grave;
            6. Se tenha problemas cardíacos graves;
            7. Se tenha glaucoma;
            8. Se tenha febre alta;
            9. Se tenha infecção bacteriana grave;
            10. Se tenha síndrome de Stevens Johnson;
            11. Se tenha doença hepatobiliar grave;
            12. Se tenha doença pulmonar obstrutiva crônica grave;
            13. Se tenha doença autoimune grave;
            14. Se tenha doença neurológica grave;
            15. Se tenha doença renal grave;
            16. Se tenha doença vascular cerebral grave;
            17. Se tenha doença psiquiátrica grave;
            18. Se tenha doença respiratória grave;
            19. Se tenha doença gastrointestinal grave;
            20. Se tenha doença dermatológica grave;
            21. Se tenha doença endocrino-metabolica grave;
            22. Se tenha doença hematologica grave;
            23. Se tenha doença imunológica grave;
            24. Se tenha doença musculoesquelética grave;
            25. Se tenha doença neoplásica grave;
            26. Se tenha doença uterina grave;
            27. Se tenha doença venosa grave;
            28. Se tenha doença visual grave;
            29. Se tenha doença genética grave;
            30. Se tenha doença sistêmica grave;
            31. Se tenha doença vascular grave;
            32. Se tenha doença cardiovascular grave",0.0003165897754589401,0.10976948408342481
Magnesona pode causar sonolência ou afetar minha habilidade de operar veículo?,"e naamamentação não é conhecida.Condução de veículos e utilização de máquinasA Claritromicina Zentiva pode causar-lhe tonturas ou vertigens. Se o afetar destaforma, não conduza nem opere máquinas ou realize qualquer tarefa em quenecessite de estar alerta.","1) Sim, pois a magnesona causa sonolência;
            2) Não, pois a magnesona não causa sonolência;
            3) Não sei, porém vou pesquisar mais sobre esse assunto para te ajudar melhor.
        '''),
    'name': 'Magnesona',
}",0.0009133206060720512,0.09166666666666667
Quais são possíveis efeitos colaterais gastrointestinais de Magnesona?,"para evitar fenómenosde competição ao nível da absorção digestiva. No caso de tratamento simultâneo comcálcio, recomenda-se intervalar as ingestões em pelo menos 3 horas.Magnesona pode também diminuir a absorção das tetraciclinas (antibióticos),bisfosfonatos (utilizados no tratamento da osteoporose), quinolonas (antibióticos),azitromicina (antibiótico) ou preparações de fluoreto de sódio (utilizadas na prevenção decáries dentárias). Espaçar a administração com Magnesona em 2 a 3 horas.Magnesona pode ainda interagir com os seguintes medicamentos: vitamina D,bloqueadores dos canais de cálcio (utilizados no tratamento da hipertensão arterial),depressores do sistema nervoso central (utilizados no alívio dos sintomas da ansiedade),eltrombopag (utilizado para aumentar o número de plaquetas no sangue), micofenolato(utilizado para prevenir a rejeição de órgãos transplantados), agentes de bloqueioneuromuscular (relaxantes musculares) e suplementos de fosfatos (utilizados paracorreção dos","1 - Nausea;
            2 - Diarréia;
            3 - Gases;
            4 - Dor de estômago;
            5 - Outros.
        '''}
    ]
",0.000831111048147495,0.018433179723502308
Salagen pode ser utilizado por pessoas com histórico de problemas cardíacos ou respiratórios?,"cardiovascular instável, após hemorragia aguda;-Se sofre de problemas respiratórios como enfisema (destruição do tecido pulmonar) ebronquite crónica (inflamação dos brônquios).-Se é asmático e já sentiu efeitos secundáriosa nível respiratório após ter tomadomedicamentos para a asma.Tome especial cuidado com NausefeNausefe deve ser utilizado com precaução se sofre de:-Doença cardiovascular (doença coronária, arritmias cardíacas e hipertensão);-Doença do fígado ou dos rins;-Hipertiroidismo (doença da tiróide);-Hérnia do hiato (fraqueza do diafragma) associada com esofagite (inflamação doesófago);-Asma ou doença pulmonar obstrutiva crónica;-Neuropatia do sistema nervoso autónomo (o responsável pelo controlo das funçõesautomáticas do organismo: batimento do coração, movimentos intestinais, controlo dabexiga, etc.)Nausefe não deve ser utilizado em crianças com idade inferior a 12 anos e deve utilizar-se com precaução nos idosos;Ao tomar Nausefe com outros medicamentosInforme o seu médico"," Sim, mas apenas sob supervisão médica.
        '''}
    }",0.0004112418549799151,0.013303769401330377
Como posso conservar o Pipermel?,"Qual a composição de PipermelA substância activa é a piperazina (na forma hidratada). Cada grama de Pipermel xarope,contém 100 mg de piperazina, hidratada.Os outros componentes são: Ácido cítrico anidro, sacarose, mel, para-hidroxibenzoato demetilo (metilparabeno), sacarina sódica, etanol, aroma de ananás, aroma de maracujá eágua purificada.Qual o aspecto de Pipermel e conteúdo da embalagemPipermel apresenta-se em embalagens de 60 a 120 g de xarope, em frascos de vidro TipoIII de cor âmbar, com tampa inviolável.É possível que não sejam comercializadas todas as apresentações."," ---------------------------------------------------------------
        """"""
        return self._get_response(text)",0.001163666940938067,0.0
