Question,Similarity Search Context,Answer,Bleu Score,Rouge Score
Como posso guardar Clincina?,Clincina,"A Clincina deve ser armazenada em local fresco e seco, protegida da luz e umidade. É importante mantê-la fora do alcance de crianças e animais de estimação.",0.0014689842731191664,0.12738853503184713
Posso tomar Clensia na época de gravidez?,"tomar umdestes medicamentos, o seu médico dar-lhe-á um medicamento diferente para úlceras de estômago,azia ou refluxo de ácido, ou aconselhá-lo-á sobre como e quando tomar esse medicamento.Gravidez e contraceçãoDesconhecem-se quais são os efeitos de Epclusa durante a gravidez. Se está grávida, se pensa estargrávida ou planeia engravidar, consulte o seu médico antes de tomar este medicamento.Epclusa é por vezes utilizado juntamente com ribavirina. A ribavirina pode prejudicar o feto. Porconseguinte, é muito importante que você (ou a sua parceira) não engravide durante este tratamento oudurante um período de tempo após terminar o tratamento. Deve ler com muita atenção a secção“Gravidez” do folheto informativo da ribavirina. Aconselhe-se junto do seu médico sobre um métodocontracetivo eficaz adequado para si e para o seu parceiro ou parceira.AmamentaçãoNão amamente durante o tratamento com Epclusa. Não se sabe se o sofosbuvir ou velpatasvir, asduas substâncias ativas de Epclusa, passam",Não é recomendado tomar Clensia durante a gravidez. É importante consultar o seu médico antes de tomar qualquer medicamento durante a gravidez para garantir a segurança tanto para você quanto para o bebê.,0.0003192400344003922,0.06051437216338879
Riopan é indicado a partir de que idade?,"Não tome Riopan: se tem alergia à substância ativa ou a qualquer outro componente deste medicamento(indicados na secção 6). se tem problemas de rins (insuficiência renal com depuração da creatinina < 30ml/min). Em caso de tratamento prolongado com doses elevadas, Riopan só pode serusado com monitorização regular dos níveis séricos de magnésio e alumínio. Os níveisséricos de alumínio não devem ser superiores a 40 ng/ml.Advertências e precauçõesFale com o seu médico ou farmacêutico antes de tomar Riopan.Riopan pode ser administrado a diabéticos e a hipertensos porque não contém açúcar e épobre em sódio.CriançasRiopan não deve ser utilizado em crianças com idade inferior a 12 anos, uma vez quenão existem dados suficientes sobre o tratamento neste grupo etário.IdososA população idosa é vulnerável ao alumínio, constituinte do Riopan. Recomenda-se aprecaução na utilização: dentro das doses terapêuticas mínimas e em tratamentos curtos.Outros medicamentos e RiopanInforme o","Riopan não deve ser utilizado em crianças com idade inferior a 12 anos, uma vez que não existem dados suficientes sobre o tratamento neste grupo etário.",0.0008008733358928807,0.14234875444839856
O que faz o remédio de Lacteol?,Lacteol,"O remédio Lacteol é um probiótico que contém a bactéria Saccharomyces boulardii. Ele é utilizado para restaurar a flora intestinal e tratar distúrbios gastrointestinais, como diarreia aguda e crônica. A bactéria presente no Lacteol ajuda a equilibrar a microbiota intestinal, fortalecendo o sistema imunológico e melhorando a digestão.",0.0008904889901432265,0.10566037735849057
Em que situações não devo tomar Lorazepam Pharmakern?,"de Lorazepam Pharmakern do que os outros adultos, pelo quedeverão tomar uma dose menor.Doentes com insuficiência respiratóriaRecomenda-se igualmente a utilização de doses menores em doentes com insuficiênciarespiratória crónica pelo risco associado de depressão respiratória, como por exemplo emdoentes com doença pulmonar obstrutiva crónica (DPOC) ou síndrome da apneia dosono.Outros medicamentos e Lorazepam PharmakernInforme o seu médico ou farmacêutico se estiver a tomar, tiver tomado recentemente, ouse vier a tomar outros medicamentos.Tal como ocorre com outras benzodiazepinas, Lorazepam Pharmakern pode interferircom alguns medicamentos, em especial com os depressores do sistema nervoso central.Pode produzir-se uma potenciação do efeito depressor sobre o sistema nervoso central,desenvolvendo mais sonolência do que deveria, ao administrar Lorazepam Pharmakernjuntamente com: Medicamentos utilizados para o tratamento de doenças mentais (antipsicóticos,hipnóticos, ansiolíticos/sedantes,","Você não deve tomar Lorazepam Pharmakern em situações de insuficiência respiratória crônica, como doença pulmonar obstrutiva crônica (DPOC) ou síndrome da apneia do sono. Além disso, é importante informar ao seu médico ou farmacêutico se estiver tomando ou tiver tomado recentemente outros medicamentos, especialmente aqueles que também são depressores do sistema nervoso central, como antipsicóticos, hipnóticos e ansiolíticos/sedantes. Essa combinação pode potencializar o efeito depressor no sistema nervoso central, causando sonolência excessiva.",0.0002215776462129913,0.10632447296058661
Quais são os efeitos colaterais do Rytmonorm?,"pode levar a colapso com perigode vida). Os indivíduos que manipulem rotineiramente as formulações em pó estãomais predispostos a desenvolver estas reações (ver secção 2).Se tiver quaisquer efeitos secundários, incluindo possíveis efeitos secundários nãoindicados neste folheto, fale com o seu médico ou farmacêutico.",Os efeitos colaterais do Rytmonorm podem incluir colapso com perigo de vida. Indivíduos que manipulam rotineiramente as formulações em pó estão mais predispostos a desenvolver essas reações. É importante consultar o médico ou farmacêutico para obter informações mais detalhadas sobre os possíveis efeitos colaterais deste medicamento.,0.00044868244112323614,0.0782608695652174
Quais são os efeitos negativos ao tomar Campral?,"podem ser mais propensos a alguns dos efeitos mencionadosacima.Se tiver quaisquer efeitos secundários, incluindo possíveis efeitos secundários nãoindicados neste folheto, fale com o seu médico, farmacêutico ou enfermeiro.","Os possíveis efeitos negativos ao tomar Campral podem incluir efeitos secundários não mencionados neste folheto. Caso você apresente qualquer efeito secundário, é importante conversar com o seu médico, farmacêutico ou enfermeiro.",0.0006352315897482419,0.1027190332326284
Em que situações o remédio de Propycil é contraindicado?,"Não tome Dornite:−     se tem alergia à doxilamina, outros anti-histamínicos ou a qualquer outro      componente deste medicamento (indicados na secção 6),−     em casos de ataques de asma agudos,−     se tem glaucoma de ângulo fechado,−     se tem tumor nas suprarenais (feocromocitoma),−     se tem aumento da próstata (hipertrofia prostática) com retenção urinária,−      se tiver uma intoxicação aguda causada por álcool, medicamentos para dormir ou       para a dor ou medicamentos psicotrópicos (neurolépticos, tranquilizantes,       antidepressivos, lítio),−      se tem epilepsia,−      se está a tomar medicamentos conhecidos como inibidores da monoamina oxidase       (IMAOs) (medicamentos utilizados para tratar a depressão, Doença de Parkinson       ou outras condições, tais como, moclobemida, fenelzina e tranilcipromina,       isocarboxazida, linezolida, azul de metileno, procarbazina, rasagilina e selegilina).Advertências e precauçõesFale com o seu médico ou","O remédio Propycil é contraindicado em casos de hipersensibilidade à propiltiouracila ou a qualquer outro componente do medicamento, em casos de doença hepática grave, em mulheres grávidas ou que estejam amamentando, e em pacientes com distúrbios sanguíneos graves. É importante consultar um médico antes de iniciar o uso deste medicamento.",0.00031196678602553513,0.06944444444444445
Magnesona pode causar sonolência ou afetar minha habilidade de operar veículo?,"e naamamentação não é conhecida.Condução de veículos e utilização de máquinasA Claritromicina Zentiva pode causar-lhe tonturas ou vertigens. Se o afetar destaforma, não conduza nem opere máquinas ou realize qualquer tarefa em quenecessite de estar alerta.",A Magnesona não é conhecida por causar sonolência ou afetar a habilidade de operar veículos.,0.0008479096580450024,0.07272727272727274
Quais são possíveis efeitos colaterais gastrointestinais de Magnesona?,"para evitar fenómenosde competição ao nível da absorção digestiva. No caso de tratamento simultâneo comcálcio, recomenda-se intervalar as ingestões em pelo menos 3 horas.Magnesona pode também diminuir a absorção das tetraciclinas (antibióticos),bisfosfonatos (utilizados no tratamento da osteoporose), quinolonas (antibióticos),azitromicina (antibiótico) ou preparações de fluoreto de sódio (utilizadas na prevenção decáries dentárias). Espaçar a administração com Magnesona em 2 a 3 horas.Magnesona pode ainda interagir com os seguintes medicamentos: vitamina D,bloqueadores dos canais de cálcio (utilizados no tratamento da hipertensão arterial),depressores do sistema nervoso central (utilizados no alívio dos sintomas da ansiedade),eltrombopag (utilizado para aumentar o número de plaquetas no sangue), micofenolato(utilizado para prevenir a rejeição de órgãos transplantados), agentes de bloqueioneuromuscular (relaxantes musculares) e suplementos de fosfatos (utilizados paracorreção dos","Os possíveis efeitos colaterais gastrointestinais de Magnesona podem incluir diarreia, náuseas, vômitos e desconforto abdominal. É importante estar atento a esses sintomas e, caso ocorram, informar ao médico responsável pelo tratamento.",0.0008396363794450264,0.09243697478991597
Salagen pode ser utilizado por pessoas com histórico de problemas cardíacos ou respiratórios?,"cardiovascular instável, após hemorragia aguda;-Se sofre de problemas respiratórios como enfisema (destruição do tecido pulmonar) ebronquite crónica (inflamação dos brônquios).-Se é asmático e já sentiu efeitos secundáriosa nível respiratório após ter tomadomedicamentos para a asma.Tome especial cuidado com NausefeNausefe deve ser utilizado com precaução se sofre de:-Doença cardiovascular (doença coronária, arritmias cardíacas e hipertensão);-Doença do fígado ou dos rins;-Hipertiroidismo (doença da tiróide);-Hérnia do hiato (fraqueza do diafragma) associada com esofagite (inflamação doesófago);-Asma ou doença pulmonar obstrutiva crónica;-Neuropatia do sistema nervoso autónomo (o responsável pelo controlo das funçõesautomáticas do organismo: batimento do coração, movimentos intestinais, controlo dabexiga, etc.)Nausefe não deve ser utilizado em crianças com idade inferior a 12 anos e deve utilizar-se com precaução nos idosos;Ao tomar Nausefe com outros medicamentosInforme o seu médico","Salagen não deve ser utilizado por pessoas com histórico de problemas cardíacos ou respiratórios, como doença cardiovascular, problemas respiratórios crônicos, asma, entre outros. É importante tomar precauções ao utilizar esse medicamento, especialmente se você possui doenças do fígado ou dos rins, hipertiroidismo, hérnia do hiato associada com esofagite, neuropatia do sistema nervoso autônomo, entre outras condições. É recomendado consultar o médico antes de utilizar Salagen, especialmente se você possui histórico de problemas cardíacos ou respiratórios.",0.0004660884012285325,0.0975609756097561
Como posso conservar o Pipermel?,"Qual a composição de PipermelA substância activa é a piperazina (na forma hidratada). Cada grama de Pipermel xarope,contém 100 mg de piperazina, hidratada.Os outros componentes são: Ácido cítrico anidro, sacarose, mel, para-hidroxibenzoato demetilo (metilparabeno), sacarina sódica, etanol, aroma de ananás, aroma de maracujá eágua purificada.Qual o aspecto de Pipermel e conteúdo da embalagemPipermel apresenta-se em embalagens de 60 a 120 g de xarope, em frascos de vidro TipoIII de cor âmbar, com tampa inviolável.É possível que não sejam comercializadas todas as apresentações.","O Pipermel deve ser conservado em temperatura ambiente (15-30°C), protegido da luz e umidade. É importante manter o medicamento fora do alcance de crianças.",0.001383841005657,0.11180124223602483
Qual é a composição de Combantrin?,"Qual a Composição de CombantrinA substância activa é Pamoato de Pirantel. Cada ml de suspensão oral contémpamoato de pirantel equivalente a 50 mg de pirantel.Os outros componentes são: Silicato de Alumínio e Magnésio, Benzoato de Sódio,Lecitina, Essência de Caramelo, Aroma de Groselha, Polissorbato 80, Solução deSorbitol a 70%, Glicerol a 99,5%, Povidona K 25, Simeticone, Ácido Cítrico mono-hidratado, Água purificada.Qual o aspecto de Combantrin e o conteúdo da embalagemEmbalagens com 1 frasco de vidro âmbar de 15 ml de suspensão oral e uma colher-medida de 5 ml.A suspensão oral apresenta um sabor a caramelo e groselha que lhe é conferidopelas essências de caramelo e groselha que entram na composição do medicamento.Não contém sacarose nem lactose.","A composição de Combantrin é composta pela substância ativa Pamoato de Pirantel, que equivale a 50 mg de pirantel por ml de suspensão oral. Além disso, possui outros componentes como Silicato de Alumínio e Magnésio, Benzoato de Sódio, Lecitina, Essência de Caramelo, Aroma de Groselha, Polissorbato 80, Solução de Sorbitol a 70%, Glicerol a 99,5%, Povidona K 25, Simeticone, Ácido Cítrico mono-hidratado e Água purificada.",0.0015375876204576377,0.5209302325581394
Para que serve Benadon?,"comunicarefeitos secundários, estará a ajudar a fornecer mais informações sobre a segurança deste medicamento.                                                  o                                                nã","Benadon é um medicamento que tem como principal função a reposição de vitamina B6 no organismo. A vitamina B6 é essencial para o funcionamento adequado do sistema nervoso, além de desempenhar um papel importante no metabolismo de proteínas, carboidratos e gorduras. Portanto, o Benadon é indicado para o tratamento de deficiências de vitamina B6, bem como para auxiliar no tratamento de certas condições neurológicas. É importante ressaltar que o uso deste medicamento deve ser feito sob prescrição médica, pois somente um profissional de saúde poderá avaliar a necessidade e a dosagem adequada para cada paciente.",0.004687576252028749,0.15625
Como devo tomar Feldene?,"devido à sobrecarga de ferro.     se verificar uma diminuição marcada do volume da sua urina (sinal de problema nos rins).     se desenvolver uma erupção cutânea grave, ou dificuldade a respirar e tonturas ou inchaço,      principalmente na face e na garganta (sinal de reação alérgica grave, ver também secção 4      «Efeitos indesejáveis possíveis»).     se sentir uma combinação de quaisquer dos seguintes sintomas: erupção cutânea, vermelhidão      da pele, bolhas nos lábios, olhos ou boca, descamação da pele, febre alta, sintomas tipo gripe,      aumento dos gânglios linfáticos (sinal de reação cutânea grave, ver também secção 4 «Efeitos      indesejáveis possíveis»).     se sentir uma combinação de sonolência, dor abdominal na parte superior direita,      amarelecimento, ou amarelecimento aumentado da sua pele ou olhos, e urina escura (sinal de      problemas no fígado).     se sentir dificuldade em pensar, em lembrar-se de informação ou resolver problemas, estiver      menos alerta","Feldene é um medicamento anti-inflamatório não esteroide que deve ser tomado de acordo com as orientações do seu médico. A posologia recomendada é de 20 mg por dia, podendo ser dividida em duas doses de 10 mg. É importante tomar o medicamento com um copo de água, durante ou após as refeições, para reduzir o risco de efeitos indesejáveis no estômago. Evite exceder a dose recomendada e não interrompa o tratamento sem orientação médica. Caso tenha dúvidas ou experiencie algum efeito colateral, entre em contato com o seu médico.",0.0006076440725698157,0.14718614718614717
Alipza pode ser aplicado a pessoas com histórico de doenças hepáticas?,"2, 4, 10, 12, 14, 16, 20, 24 ou30 comprimidos com folheto informativo do doente. Disponível também em embalagenshospitalares de 100 e 500 comprimidos.É possível que não sejam comercializadas todas as apresentações.","Alipza não deve ser aplicado em pessoas com histórico de doenças hepáticas, pois pode causar danos ao fígado. É importante consultar um médico antes de iniciar o uso deste medicamento.",0.0002543051379228141,0.03990610328638498
Quais são os efeitos secundários de Selexid?,"efeitos secundáriosSe tiver quaisquer efeitos secundários, incluindo possíveis efeitos secundários não indicados nestefolheto, fale com o seu médico ou farmacêutico. Também poderá comunicar efeitos secundáriosdiretamente através do sistema nacional de notificação mencionado no Apêndice V. Ao comunicarefeitos secundários, estará a ajudar a fornecer mais informações sobre a segurança destemedicamento.","Os efeitos secundários de Selexid podem variar de pessoa para pessoa. Alguns dos efeitos secundários mais comuns incluem náuseas, vômitos, diarreia e erupções cutâneas. No entanto, é importante ressaltar que nem todas as pessoas que utilizam Selexid irão apresentar esses efeitos secundários. Caso você esteja experimentando algum efeito secundário ou tenha alguma preocupação, é recomendado que você entre em contato com o seu médico ou farmacêutico para obter mais informações e orientações.",0.0006972801076749497,0.1774193548387097
Como devo tomar Neupro?,"éseguro para si fazê-lo.O que fazer se for visto por outro médico ou tiver que ir ao hospitalSe for visto por outro médico ou tiver que ir ao hospital por qualquer razão, informesobre os medicamentos que está a tomar.Não tome qualquer outro medicamento sem o seu médico saber que está a tomarEndoxan.","Neupro é um medicamento que contém a substância ativa rotigotina e é utilizado para tratar os sintomas da doença de Parkinson e da síndrome das pernas inquietas. A posologia recomendada para Neupro é iniciar com uma dose baixa e aumentar gradualmente até a dose eficaz para cada paciente. O medicamento é administrado através de um adesivo transdérmico, que deve ser aplicado em uma área limpa e seca da pele, evitando regiões com irritação ou lesões. É importante seguir as instruções do médico quanto à frequência e duração do uso do adesivo. Além disso, é fundamental informar qualquer outro medicamento que esteja sendo utilizado ao médico, especialmente Endoxan, antes de iniciar o tratamento com Neupro. É importante ressaltar que a automedicação não é recomendada, portanto, não tome qualquer outro medicamento sem o conhecimento e orientação do seu médico.",0.0001550035916959753,0.07592067988668555
Quais são os componentes presentes na composição de Serevent?,"sangue podem mostrar níveis séricos de potássio e de sódio diminuídos.Se algum destes efeitos secundários lhe causar problemas, fale com o seu médico.Efeitos secundários notificados desde o início da comercialização de CoAprovelDesde a comercialização de CoAprovel foram notificados alguns efeitos indesejáveis. Os efeitosindesejáveis em que a frequência não é conhecida são: dor de cabeça, zumbidos, tosse, alteração dopaladar, indigestão, dor nas articulações e nos músculos, alteração da função hepática e compromissodos rins, níveis séricos de potássio aumentados e reações alérgicas, tais como erupção cutânea,urticária, inchaço da face, lábios, boca, língua ou garganta. Foram também notificados casos poucofrequentes de icterícia (amarelecimento da pele e/ou da zona branca dos olhos).Tal como acontece para qualquer combinação de duas substâncias ativas, não podem ser excluídos osefeitos secundários associados a cada um dos componentes.Efeitos secundários associados apenas com o","A composição de Serevent contém apenas um componente ativo, que é o salmeterol.",0.0011804574386995756,0.1342281879194631
Quais são os efeitos colaterais ao tomar Ursofalk?,"pode levar a colapso com perigode vida). Os indivíduos que manipulem rotineiramente as formulações em pó estãomais predispostos a desenvolver estas reações (ver secção 2).Se tiver quaisquer efeitos secundários, incluindo possíveis efeitos secundários nãoindicados neste folheto, fale com o seu médico ou farmacêutico.","Os possíveis efeitos colaterais ao tomar Ursofalk podem incluir colapso com perigo de vida. Indivíduos que manipulam rotineiramente as formulações em pó estão mais predispostos a desenvolver essas reações. É importante informar ao médico ou farmacêutico sobre qualquer efeito colateral, incluindo possíveis efeitos não indicados neste folheto.",0.0008471801976311801,0.11278195488721804
